,gender,locality,ethnicity,religion,q1,q2b,q4,q2,q3,q8,q9,resp_id
7849,Male,CBD (central business district),White European,Baptist,Aerobics,Irregularly,No,Sky diving;Base jumping;Mountain biking;Kite boarding;Snowboarding;,Basketball;Football;Hockey stick;Parachute;,,To check prices;,7849
7850,Female,Urban,White European,,Running/jogging,Irregularly,Yes,,Football;Hockey stick;Parachute;,Mid-afternoon snacking;Dinner;,Not applicable - I won't ever go to a sporting goods store;,7850
7851,Male,Suburban,White European,Church of England/Anglican/Episcopal,Football (soccer),Irregularly,No,,Basketball;,Dinner;,To check prices;,7851
7852,Female,CBD (central business district),White European,,Aerobics,,No,Other;,Basketball;Football;Hockey stick;Surfboard;Swimming goggles;,Breakfast;Dinner;,Not applicable - I won't ever go to a sporting goods store;,7852
7853,Male,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,Yes,Other;,Hockey stick;,Breakfast;Mid-afternoon snacking;,To buy something for myself;,7853
7854,Female,Rural,White European,,Lifting weights,Irregularly,Yes,,Basketball;Hockey stick;Parachute;,None of them;,Don't know;,7854
7855,Female,Urban,White European,Church of England/Anglican/Episcopal,Football (soccer),Regularly,Yes,,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7855
7856,Female,Suburban,Prefer not to say,,Not applicable - I don't exercise,,No,,9Parachute;,,To check prices;,7856
7857,Female,Suburban,White European,None,Yoga,Irregularly,Yes,,Basketball;Football;Hockey stick;,,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,7857
7858,Male,CBD (central business district),White European,None,Lifting weights,,No,,Basketball;Football;Hockey stick;,Breakfast;Mid-afternoon snacking;,To buy something for myself;,7858
7859,Female,Suburban,White European,,Aerobics,Irregularly,Yes,Sky diving;Parachuting;,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7859
7860,Male,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Regularly,Yes,Kite boarding;,Basketball;Football;Hockey stick;,,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,7860
7861,Female,Remote,White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;,,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,7861
7862,Male,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Sky diving;Mountain biking;Snowboarding;,Basketball;Football;Hockey stick;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,7862
7863,Male,Suburban,Pakistani,Presbyterian/Church of Scotland,Aerobics,Never,No,Kite boarding;,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7863
7864,Male,Urban,White European,None,Football (soccer),Irregularly,Yes,,Basketball;Football;Hockey stick;,,Don't know;,7864
7865,Female,Urban,White European,,Aerobics,Irregularly,No,Mountain biking;Snowboarding;,Basketball;Football;Hockey stick;Parachute;,,To buy something for myself;To check prices;,7865
7866,Female,CBD (central business district),White European,,Pilates,Irregularly,Yes,,Basketball;Football;Hockey stick;,Breakfast;,Not applicable - I won't ever go to a sporting goods store;,7866
7867,Female,CBD (central business district),White European,,Lifting weights,Irregularly,Yes,,Football;Hockey stick;Surfboard;,,Don't know;,7867
7868,Female,CBD (central business district),White European,,Football (soccer),Never,No,,Basketball;Football;Hockey stick;,Dinner;,Not applicable - I won't ever go to a sporting goods store;,7868
7869,Male,CBD (central business district),White European,,Aerobics,Irregularly,No,Base jumping;,Basketball;Football;Hockey stick;,Dinner;,Other;,7869
7870,Female,Suburban,White European,,Aerobics,Regularly,No,Other;,Hockey stick;,Mid-afternoon snacking;Dinner;,Don't know;,7870
7871,Female,Urban,White European,,Aerobics,Irregularly,No,Sky diving;Base jumping;Parachuting;,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7871
7872,Male,CBD (central business district),White European,,Lifting weights,,Yes,,Basketball;Football;Hockey stick;Parachute;,Breakfast;,Not applicable - I won't ever go to a sporting goods store;,7872
7873,Male,Suburban,White European,Church of England/Anglican/Episcopal,Aerobics,Regularly,Yes,Base jumping;,Basketball;Football;Hockey stick;,Breakfast;,To buy something for myself;To buy something for somebody else;,7873
7874,Male,Urban,Pakistani,,Running/jogging,,Yes,,Basketball;Football;Hockey stick;,,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,7874
7875,Male,Remote,White European,Baptist,Lifting weights,Irregularly,No,,Football;,,Not applicable - I won't ever go to a sporting goods store;,7875
7876,Female,Rural,White European,,Aerobics,Never,No,Mountain biking;Parachuting;,Hockey stick;Surfboard;,,Not applicable - I won't ever go to a sporting goods store;,7876
7877,Female,Urban,White European,,Aerobics,Irregularly,Yes,Mountain biking;,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7877
7878,Male,Urban,White European,,Pilates,Irregularly,No,,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7878
7879,Male,CBD (central business district),Any other mixed background,Islam/Muslim,Aerobics,,Yes,Sky diving;Base jumping;Mountain biking;,Basketball;Football;Hockey stick;,,Don't know;,7879
7880,Female,Suburban,White European,,Aerobics,,No,Sky diving;,Basketball;Football;,,To buy something for myself;To check prices;,7880
7881,Female,Urban,White European,None,Swimming,,No,,Basketball;Football;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,7881
7882,Female,Rural,White European,Baptist,Pilates,Irregularly,No,,Football;Hockey stick;,Mid-afternoon snacking;Dinner;,Don't know;,7882
7883,Male,CBD (central business district),White European,Presbyterian/Church of Scotland,Aerobics,Irregularly,Yes,Mountain biking;Kite boarding;,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7883
7884,Female,Urban,White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Other;,Football;Hockey stick;,Mid-afternoon snacking;Dinner;,To buy something for myself;,7884
7885,Female,Suburban,White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Other;,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7885
7886,Female,Remote,White European,Other,Lifting weights,Irregularly,No,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7886
7887,Male,Rural,White European,None,Football (soccer),,Yes,,Basketball;Football;Hockey stick;,,Don't know;,7887
7888,Male,CBD (central business district),White European,Presbyterian/Church of Scotland,Aerobics,Irregularly,No,Base jumping;,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7888
7889,Female,Urban,White European,Church of England/Anglican/Episcopal,Aerobics,Never,No,Sky diving;Base jumping;Mountain biking;Parachuting;,Basketball;Hockey stick;,Lunch;,To ask the staff for sporting advice;,7889
7890,Female,Rural,White European,,Lifting weights,Irregularly,Yes,,Basketball;Hockey stick;Surfboard;,None of them;,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,7890
7891,Male,Urban,White European,,Running/jogging,Irregularly,Yes,,Basketball;Football;Hockey stick;,Breakfast;Lunch;,Other;,7891
7892,Female,Remote,White European,None,Aerobics,Irregularly,No,Mountain biking;,Hockey stick;,,Don't know;,7892
7893,Female,Remote,White European,,Lifting weights,Irregularly,Yes,,Hockey stick;,,To buy something for myself;To check prices;,7893
7894,Male,Urban,White European,Other,Lifting weights,Irregularly,Yes,,Football;Hockey stick;,,To buy something for myself;To buy something for somebody else;,7894
7895,Female,CBD (central business district),White European,,Football (soccer),Irregularly,No,,Basketball;Football;Parachute;,,Don't know;,7895
7896,Female,CBD (central business district),Chinese,None,Not applicable - I don't exercise,,No,,Basketball;Football;Hockey stick;,Breakfast;,To buy something for somebody else;,7896
7897,Female,CBD (central business district),White European,None,Lifting weights,Irregularly,No,,Football;Hockey stick;,,To buy something for myself;,7897
7898,Female,Urban,White European,None,Lifting weights,Irregularly,No,,Hockey stick;,,To buy something for myself;To buy something for somebody else;,7898
7899,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Mountain biking;Kite boarding;,Basketball;Hockey stick;Bicycle;,Breakfast;,To buy something for myself;,7899
7900,Female,Rural,White European,,Lifting weights,Irregularly,Yes,,Football;,,Not applicable - I won't ever go to a sporting goods store;,7900
7901,Male,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,Yes,Sky diving;Mountain biking;,Basketball;Football;Hockey stick;Surfboard;Parachute;Swimming goggles;,,To buy something for myself;To check prices;,7901
7902,Male,CBD (central business district),White European,None,Aerobics,Irregularly,Yes,Sky diving;Base jumping;Mountain biking;Parachuting;,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7902
7903,Male,Suburban,White European,,Lifting weights,Irregularly,No,,Football;Hockey stick;Parachute;,Lunch;Mid-afternoon snacking;Dinner;,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,7903
7904,Male,CBD (central business district),White European,,Aerobics,Irregularly,No,Sky diving;Base jumping;Mountain biking;Kite boarding;Snowboarding;Parachuting;,Basketball;Football;Hockey stick;Parachute;,,To buy something for myself;To check prices;,7904
7905,Male,Remote,White European,,Lifting weights,Regularly,Yes,,Basketball;Hockey stick;,,To buy something for myself;To buy something for somebody else;,7905
7906,Male,Urban,White European,Church of England/Anglican/Episcopal,Running/jogging,Irregularly,No,,Basketball;Football;Hockey stick;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,7906
7907,Female,Urban,White and Black African,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,No,,Basketball;Football;,,To buy something for myself;To buy something for somebody else;To check prices;,7907
7908,Male,CBD (central business district),White European,None,Aerobics,Regularly,No,Base jumping;Mountain biking;,Basketball;Hockey stick;Parachute;,,Don't know;,7908
7909,Male,CBD (central business district),,,Lifting weights,,Yes,,Basketball;Football;Hockey stick;Parachute;,,To buy something for myself;,7909
7910,Male,Suburban,White European,,Aerobics,Irregularly,No,Other;,9Parachute;,,Not applicable - I won't ever go to a sporting goods store;,7910
7911,Female,Urban,White European,Methodist,Lifting weights,,No,,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7911
7912,Male,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Other;,Basketball;Football;Hockey stick;,Mid-afternoon snacking;Dinner;,To buy something for myself;,7912
7913,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;,,Don't know;,7913
7914,Male,Urban,Black Caribbean,,Lifting weights,Regularly,Yes,,Basketball;Football;Hockey stick;,Mid-morning snacking;Mid-afternoon snacking;Dinner;,To buy something for myself;To buy something for somebody else;,7914
7915,Male,Urban,White European,,Aerobics,Never,Yes,None of these;,Basketball;Football;Hockey stick;Parachute;,Dinner;,To buy something for somebody else;,7915
7916,Female,Rural,White European,Church of England/Anglican/Episcopal,Football (soccer),Irregularly,Yes,,Basketball;Parachute;,,To buy something for myself;,7916
7917,Female,Urban,White European,,Not applicable - I don't exercise,Never,No,,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7917
7918,Male,CBD (central business district),White European,,Football (soccer),Irregularly,Yes,,Basketball;Football;Hockey stick;Parachute;,Mid-afternoon snacking;,To buy something for myself;To buy something for somebody else;,7918
7919,Female,Remote,White European,,Aerobics,Irregularly,No,Sky diving;Base jumping;Mountain biking;,Basketball;Football;Hockey stick;,,To buy something for myself;,7919
